,city,type,address1,address2,address,tel,workhours,geocode,lat,lng
10,Волгоград,Сервисный Центр A&D,"400066, г. Волгоград","ул. Маршала Чуйкова, 55 ","400066, г. Волгоград,ул. Маршала Чуйкова, 55 ","Телефон: 8 (8442) 23-38-39, 23-38-43",,"[{'address_components': [{'long_name': '55', 'short_name': '55', 'types': ['street_number']}, {'long_name': 'ulitsa imeni Marshala V.I. Chuykova', 'short_name': 'ul. imeni Marshala V.I. Chuykova', 'types': ['route']}, {'long_name': 'Volgograd', 'short_name': 'Volgograd', 'types': ['locality', 'political']}, {'long_name': 'gorod Volgograd', 'short_name': 'g. Volgograd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Volgogradskaya oblast'"", 'short_name': ""Volgogradskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '400005', 'short_name': '400005', 'types': ['postal_code']}], 'formatted_address': ""ul. imeni Marshala V.I. Chuykova, 55, Volgograd, Volgogradskaya oblast', Russia, 400005"", 'geometry': {'location': {'lat': 48.719065, 'lng': 44.536973}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.7204139802915, 'lng': 44.5383219802915}, 'southwest': {'lat': 48.7177160197085, 'lng': 44.5356240197085}}}, 'partial_match': True, 'place_id': 'ChIJ5RQV_NXKGkERvhOshS1gjT4', 'types': ['street_address']}]",48.719065,44.536973
11,Воронеж,Авторизованный консультационный центр,г. Воронеж,"ул. 20 лет Октября, д. 119 (Дом быта), оф. 325 (3 этаж)","г. Воронеж,ул. 20 лет Октября, д. 119 (Дом быта), оф. 325 (3 этаж)",Телефон: 229-55-89,"вс, пн - выходной","[{'address_components': [{'long_name': '119', 'short_name': '119', 'types': ['street_number']}, {'long_name': 'ulitsa 20-letiya Oktyabrya', 'short_name': 'ul. 20-letiya Oktyabrya', 'types': ['route']}, {'long_name': 'Voronez', 'short_name': 'Voronez', 'types': ['locality', 'political']}, {'long_name': 'gorod Voronezh', 'short_name': 'g. Voronezh', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Voronezhskaya oblast'"", 'short_name': ""Voronezhskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '394006', 'short_name': '394006', 'types': ['postal_code']}], 'formatted_address': ""ul. 20-letiya Oktyabrya, 119, Voronez, Voronezhskaya oblast', Russia, 394006"", 'geometry': {'location': {'lat': 51.65472159999999, 'lng': 39.1879229}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.6560705802915, 'lng': 39.18927188029151}, 'southwest': {'lat': 51.6533726197085, 'lng': 39.18657391970851}}}, 'place_id': 'ChIJMQVew_QuO0ERxOrErC6z4MA', 'types': ['establishment', 'point_of_interest', 'shopping_mall']}]",51.65472159999999,39.1879229
12,Ессентуки,Авторизованный консультационный центр,"357603, г. Ессентуки","ул. Октябрьская, д. 335","357603, г. Ессентуки,ул. Октябрьская, д. 335",Телефон: +7 (87934) 2-39-66,,"[{'address_components': [{'long_name': '335', 'short_name': '335', 'types': ['street_number']}, {'long_name': 'ulitsa Oktyabrskaya', 'short_name': 'ul. Oktyabrskaya', 'types': ['route']}, {'long_name': 'Essentuki', 'short_name': 'Essentuki', 'types': ['locality', 'political']}, {'long_name': 'gorod Essentuki', 'short_name': 'g. Essentuki', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Stavropolskiy kray', 'short_name': 'Stavropolskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '357603', 'short_name': '357603', 'types': ['postal_code']}], 'formatted_address': 'ul. Oktyabrskaya, 335, Essentuki, Stavropolskiy kray, Russia, 357603', 'geometry': {'location': {'lat': 44.0431546, 'lng': 42.8787181}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 44.0445035802915, 'lng': 42.8800670802915}, 'southwest': {'lat': 44.0418056197085, 'lng': 42.8773691197085}}}, 'place_id': 'ChIJFSQeu2GDV0ARF5kfweNDNOk', 'types': ['street_address']}]",44.0431546,42.8787181
13,Иваново,Авторизованный сервисный центр,"153000, г. Иваново","Врачебный пер., 4, оф.4","153000, г. Иваново,Врачебный пер., 4, оф.4",Телефон: +7 (4932) 32-57-68,,"[{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['subpremise']}, {'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Vrachebnyy pereulok', 'short_name': 'Vrachebnyy per.', 'types': ['route']}, {'long_name': 'Ivanovo', 'short_name': 'Ivanovo', 'types': ['locality', 'political']}, {'long_name': 'gorod Ivanovo', 'short_name': 'g. Ivanovo', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Ivanovskaya oblast'"", 'short_name': ""Ivanovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '153000', 'short_name': '153000', 'types': ['postal_code']}], 'formatted_address': ""Vrachebnyy per., 4, 4, Ivanovo, Ivanovskaya oblast', Russia, 153000"", 'geometry': {'location': {'lat': 56.9950702, 'lng': 40.97405639999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.9964191802915, 'lng': 40.97540538029149}, 'southwest': {'lat': 56.9937212197085, 'lng': 40.9727074197085}}}, 'partial_match': True, 'place_id': 'EmTQktGA0LDRh9C10LHQvdGL0Lkg0L_QtdGALiwgNCwgNCwg0JjQstCw0L3QvtCy0L4sINCY0LLQsNC90L7QstGB0LrQsNGPINC-0LHQuy4sINCg0L7RgdGB0LjRjywgMTUzMDAw', 'types': ['subpremise']}]",56.9950702,40.97405639999999
14,Ижевск,Авторизованный консультационный центр,"426503, г. Ижевск","ул. Салютовская, 73","426503, г. Ижевск,ул. Салютовская, 73",Телефон: +7 (3412) 57-28-83,,"[{'address_components': [{'long_name': '73', 'short_name': '73', 'types': ['street_number']}, {'long_name': 'Salyutovskaya ulitsa', 'short_name': 'Salyutovskaya ul.', 'types': ['route']}, {'long_name': 'Ustinovskiy', 'short_name': 'Ustinovskiy', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Izhevsk', 'short_name': 'Izhevsk', 'types': ['locality', 'political']}, {'long_name': 'Izhevsk', 'short_name': 'Izhevsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Udmurtskaja Respublika', 'short_name': 'Udmurtskaja Respublika', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '426053', 'short_name': '426053', 'types': ['postal_code']}], 'formatted_address': 'Salyutovskaya ul., 73, Izhevsk, Udmurtskaja Respublika, Russia, 426053', 'geometry': {'location': {'lat': 56.8820716, 'lng': 53.26192169999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.88342058029149, 'lng': 53.26327068029149}, 'southwest': {'lat': 56.88072261970849, 'lng': 53.26057271970849}}}, 'partial_match': True, 'place_id': 'ChIJDX62dLM54UMRloxR9n1K0Lk', 'types': ['street_address']}]",56.8820716,53.26192169999999
15,Иркутск,Авторизованный консультационный центр,"664001, г. Иркутск","ул. Рабочего Штаба, 1/3","664001, г. Иркутск,ул. Рабочего Штаба, 1/3","Телефон: +7 (3952) 70-31-30, 56-69-11",,"[{'address_components': [{'long_name': '1/3', 'short_name': '1/3', 'types': ['street_number']}, {'long_name': 'ulitsa Rabochego Shtaba', 'short_name': 'ul. Rabochego Shtaba', 'types': ['route']}, {'long_name': 'Irkutsk', 'short_name': 'Irkutsk', 'types': ['locality', 'political']}, {'long_name': 'gorod Irkutsk', 'short_name': 'g. Irkutsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Irkutskaya oblast'"", 'short_name': ""Irkutskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '664001', 'short_name': '664001', 'types': ['postal_code']}], 'formatted_address': ""ul. Rabochego Shtaba, 1/3, Irkutsk, Irkutskaya oblast', Russia, 664001"", 'geometry': {'location': {'lat': 52.30036200000001, 'lng': 104.297091}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.30171098029151, 'lng': 104.2984399802915}, 'southwest': {'lat': 52.29901301970851, 'lng': 104.2957420197085}}}, 'place_id': 'ChIJv7CmAiw7qF0RSsEVLqdUc1o', 'types': ['street_address']}]",52.30036200000001,104.297091
16,Йошкар-Ола,Авторизованный сервисный центр,"424031, РЭМ, г. Йошкар-Ола, ","ул. Советская, д. 105","424031, РЭМ, г. Йошкар-Ола, ,ул. Советская, д. 105",Телефон: +7 (8362) 38-03-18,,"[{'address_components': [{'long_name': '105', 'short_name': '105', 'types': ['street_number']}, {'long_name': 'ulitsa Sovetskaya', 'short_name': 'ul. Sovetskaya', 'types': ['route']}, {'long_name': 'Yoshkar-Ola', 'short_name': 'Yoshkar-Ola', 'types': ['locality', 'political']}, {'long_name': 'gorod Yoshkar-Ola', 'short_name': 'g. Yoshkar-Ola', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Йошкар-Ола', 'short_name': 'Йошкар-Ола', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '424031', 'short_name': '424031', 'types': ['postal_code']}], 'formatted_address': 'ul. Sovetskaya, 105, Yoshkar-Ola, Йошкар-Ола, Russia, 424031', 'geometry': {'location': {'lat': 56.638568, 'lng': 47.900579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.6399169802915, 'lng': 47.9019279802915}, 'southwest': {'lat': 56.6372190197085, 'lng': 47.8992300197085}}}, 'place_id': 'ChIJRZC0DCzrWUERGncXCsFPjO4', 'types': ['establishment', 'florist', 'point_of_interest', 'store']}]",56.638568,47.900579
17,Казань,Сервисный Центр A&D,"420097, г. Казань","ул. Масгута Латыпова, д.58 ","420097, г. Казань,ул. Масгута Латыпова, д.58 ",Телефон: +7 (843) 590-80-10; 590-80-40,,"[{'address_components': [{'long_name': '58', 'short_name': '58', 'types': ['street_number']}, {'long_name': 'ulitsa Masguta Latypova', 'short_name': 'ul. Masguta Latypova', 'types': ['route']}, {'long_name': ""Kazan'"", 'short_name': ""Kazan'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Kazan'"", 'short_name': ""g. Kazan'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Respublika Tatarstan', 'short_name': 'Respublika Tatarstan', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '420097', 'short_name': '420097', 'types': ['postal_code']}], 'formatted_address': 'ul. Masguta Latypova, 58, Kazan, Respublika Tatarstan, Russia, 420097', 'geometry': {'location': {'lat': 55.7842455, 'lng': 49.1582282}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 55.78559448029149, 'lng': 49.15957718029149}, 'southwest': {'lat': 55.7828965197085, 'lng': 49.15687921970849}}}, 'place_id': 'ChIJqXT8rZ-tXkERuBWZptYepgI', 'types': ['street_address']}]",55.7842455,49.1582282
18,Калининград,Авторизованный консультационный центр,"236039, г. Калининград","ул. Багратиона, 49-505","236039, г. Калининград,ул. Багратиона, 49-505",Телефон: +7 (911) 484-09-40,,"[{'address_components': [{'long_name': '49', 'short_name': '49', 'types': ['street_number']}, {'long_name': 'ulitsa Bagrationa', 'short_name': 'ul. Bagrationa', 'types': ['route']}, {'long_name': 'Konigsberg', 'short_name': 'Konigsberg', 'types': ['locality', 'political']}, {'long_name': 'gorod Kaliningrad', 'short_name': 'g. Kaliningrad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kaliningradskaya oblast'"", 'short_name': ""Kaliningradskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '236039', 'short_name': '236039', 'types': ['postal_code']}], 'formatted_address': ""ul. Bagrationa, 49, Konigsberg, Kaliningradskaya oblast', Russia, 236039"", 'geometry': {'location': {'lat': 54.698895, 'lng': 20.509525}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.7002439802915, 'lng': 20.5108739802915}, 'southwest': {'lat': 54.6975460197085, 'lng': 20.5081760197085}}}, 'partial_match': True, 'place_id': 'ChIJ2STVbD4W40YR2DsNDnJZNI4', 'types': ['street_address']}]",54.698895,20.509525
19,Калуга,Авторизованный сервисный центр,"248003, г. Калуга","ул. Тульская, 189, стр.5","248003, г. Калуга,ул. Тульская, 189, стр.5",Телефон: +7 (4842) 53-24-87,,"[{'address_components': [{'long_name': '189с5', 'short_name': '189с5', 'types': ['street_number']}, {'long_name': 'ulitsa Tulskaya', 'short_name': 'ul. Tulskaya', 'types': ['route']}, {'long_name': 'Kaluga', 'short_name': 'Kaluga', 'types': ['locality', 'political']}, {'long_name': 'gorod Kaluga', 'short_name': 'g. Kaluga', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kaluzhskaya oblast'"", 'short_name': ""Kaluzhskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '248000', 'short_name': '248000', 'types': ['postal_code']}], 'formatted_address': ""ul. Tulskaya, 189с5, Kaluga, Kaluzhskaya oblast', Russia, 248000"", 'geometry': {'location': {'lat': 54.514411, 'lng': 36.298794}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.5157599802915, 'lng': 36.3001429802915}, 'southwest': {'lat': 54.5130620197085, 'lng': 36.2974450197085}}}, 'place_id': 'ChIJS24OC2C5NEERvpzcnupybnA', 'types': ['street_address']}]",54.514411,36.298794
20,Кемерово ,Авторизованный сервисный центр,"650070, г. Кемерово","Молодежный пр-т, д.11","650070, г. Кемерово,Молодежный пр-т, д.11",Телефон: +7 (3842) 56-85-28,,"[{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'prospekt Molodezhnyy', 'short_name': 'prosp. Molodezhnyy', 'types': ['route']}, {'long_name': 'Kemerovo', 'short_name': 'Kemerovo', 'types': ['locality', 'political']}, {'long_name': 'gorod Kemerovo', 'short_name': 'g. Kemerovo', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kemerovskaya oblast'"", 'short_name': ""Kemerovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '650070', 'short_name': '650070', 'types': ['postal_code']}], 'formatted_address': ""prosp. Molodezhnyy, 11, Kemerovo, Kemerovskaya oblast', Russia, 650070"", 'geometry': {'location': {'lat': 55.3260515, 'lng': 86.12084949999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 55.32740048029149, 'lng': 86.12219848029149}, 'southwest': {'lat': 55.3247025197085, 'lng': 86.11950051970848}}}, 'place_id': 'ChIJ3W4torgO2EIR-LEB6vLn5FU', 'types': ['street_address']}]",55.3260515,86.12084949999999
21,Керчь,Авторизованный консультационный центр,"298302, г. Керчь","ул. Шлагбаумская, д. 38","298302, г. Керчь,ул. Шлагбаумская, д. 38",Телефон: +7 (978) 044-59-02,,"[{'address_components': [{'long_name': '38', 'short_name': '38', 'types': ['street_number']}, {'long_name': ""Shlahbaums'ka Street"", 'short_name': ""Shlahbaums'ka St"", 'types': ['route']}, {'long_name': ""Kerch'"", 'short_name': ""Kerch'"", 'types': ['locality', 'political']}, {'long_name': 'Krym', 'short_name': 'Krym', 'types': ['administrative_area_level_1', 'political']}], 'formatted_address': ""38 Shlahbaums'ka St, Kerch'"", 'geometry': {'location': {'lat': 45.3565707, 'lng': 36.4600684}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 45.3579196802915, 'lng': 36.46141738029149}, 'southwest': {'lat': 45.3552217197085, 'lng': 36.45871941970849}}}, 'partial_match': True, 'place_id': 'ChIJDQDwURS77kARaDerUWndyf4', 'types': ['street_address']}]",45.3565707,36.4600684
22,Киров,Авторизованный консультационный центр,"610000, г. Киров","ул. Воровского, 56А","610000, г. Киров,ул. Воровского, 56А",Телефон: +7 (8332) 63-94-00,,"[{'address_components': [{'long_name': '56А', 'short_name': '56А', 'types': ['street_number']}, {'long_name': 'ulitsa Vorovskogo', 'short_name': 'ul. Vorovskogo', 'types': ['route']}, {'long_name': 'Kirov', 'short_name': 'Kirov', 'types': ['locality', 'political']}, {'long_name': 'Kirov', 'short_name': 'Kirov', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kirovskaya oblast'"", 'short_name': ""Kirovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '610035', 'short_name': '610035', 'types': ['postal_code']}], 'formatted_address': ""ul. Vorovskogo, 56А, Kirov, Kirovskaya oblast', Russia, 610035"", 'geometry': {'location': {'lat': 58.59274799999999, 'lng': 49.642933}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 58.5940969802915, 'lng': 49.6442819802915}, 'southwest': {'lat': 58.59139901970849, 'lng': 49.6415840197085}}}, 'partial_match': True, 'place_id': 'ChIJ-2-H2X_2_EMR8rAguIklE2g', 'types': ['street_address']}]",58.59274799999999,49.642933
23,Ковров,Авторизованный сервисный центр,"601901, г. Ковров,","ул. Фурманова, 31","601901, г. Ковров,,ул. Фурманова, 31",Телефон: +7 (49232) 6-46-52,,"[{'address_components': [{'long_name': '31', 'short_name': '31', 'types': ['street_number']}, {'long_name': 'ulitsa Furmanova', 'short_name': 'ul. Furmanova', 'types': ['route']}, {'long_name': 'Kovrov', 'short_name': 'Kovrov', 'types': ['locality', 'political']}, {'long_name': 'gorod Kovrov', 'short_name': 'g. Kovrov', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Vladimirskaya oblast'"", 'short_name': ""Vladimirskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '601901', 'short_name': '601901', 'types': ['postal_code']}], 'formatted_address': ""ul. Furmanova, 31, Kovrov, Vladimirskaya oblast', Russia, 601901"", 'geometry': {'location': {'lat': 56.36091, 'lng': 41.307872}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.36225898029149, 'lng': 41.30922098029149}, 'southwest': {'lat': 56.3595610197085, 'lng': 41.3065230197085}}}, 'place_id': 'ChIJz-xYGAFJTEERqgTqP7EuhRg', 'types': ['street_address']}]",56.36091,41.307872
24,Кострома,Авторизованный консультационный центр,"156013, г. Кострома,","пр-т Мира, 51","156013, г. Кострома,,пр-т Мира, 51",Телефон: +7 (4942) 46-72-20,,"[{'address_components': [{'long_name': '51', 'short_name': '51', 'types': ['street_number']}, {'long_name': 'prospekt Mira', 'short_name': 'pr. Mira', 'types': ['route']}, {'long_name': 'Kostroma', 'short_name': 'Kostroma', 'types': ['locality', 'political']}, {'long_name': 'gorod Kostroma', 'short_name': 'g. Kostroma', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kostromskaya oblast'"", 'short_name': ""Kostromskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '156013', 'short_name': '156013', 'types': ['postal_code']}], 'formatted_address': ""pr. Mira, 51, Kostroma, Kostromskaya oblast', Russia, 156013"", 'geometry': {'location': {'lat': 57.77486799999999, 'lng': 40.940013}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 57.7762169802915, 'lng': 40.9413619802915}, 'southwest': {'lat': 57.77351901970849, 'lng': 40.9386640197085}}}, 'place_id': 'ChIJv_eXZuVPrUYRgLG2-Lu9lWM', 'types': ['street_address']}]",57.77486799999999,40.940013
25,Краснодар,Сервисный Центр A&D,"350061, г. Краснодар","ул. Игнатова, 2","350061, г. Краснодар,ул. Игнатова, 2","Телефон: +7 (861) 234-09-30, 234-03-05 ",,"[{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'ulitsa Ignatova', 'short_name': 'ul. Ignatova', 'types': ['route']}, {'long_name': 'Krasnodar', 'short_name': 'Krasnodar', 'types': ['locality', 'political']}, {'long_name': 'gorod Krasnodar', 'short_name': 'g. Krasnodar', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Krasnodarskiy kray', 'short_name': 'Krasnodarskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '350061', 'short_name': '350061', 'types': ['postal_code']}], 'formatted_address': 'ul. Ignatova, 2, Krasnodar, Krasnodarskiy kray, Russia, 350061', 'geometry': {'location': {'lat': 45.011266, 'lng': 39.071513}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 45.0126149802915, 'lng': 39.07286198029149}, 'southwest': {'lat': 45.0099170197085, 'lng': 39.0701640197085}}}, 'place_id': 'ChIJtwwgZnlQ8EARXX65G27am5E', 'types': ['street_address']}]",45.011266,39.071513
26,Красноярск ,Сервисный Центр A&D,"660098, г. Красноярск,","ул. Молокова, 16","660098, г. Красноярск,,ул. Молокова, 16","Телефон: +7 (391) 275-23-31, 275-23-32, 275-23-38",,"[{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'ulitsa Molokova', 'short_name': 'ul. Molokova', 'types': ['route']}, {'long_name': 'Krasnoyarsk', 'short_name': 'Krasnoyarsk', 'types': ['locality', 'political']}, {'long_name': 'Krasnoyarsk', 'short_name': 'Krasnoyarsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Krasnoyarskiy kray', 'short_name': 'Krasnoyarskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '660098', 'short_name': '660098', 'types': ['postal_code']}], 'formatted_address': 'ul. Molokova, 16, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660098', 'geometry': {'location': {'lat': 56.0488633, 'lng': 92.91856}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.0502122802915, 'lng': 92.91990898029151}, 'southwest': {'lat': 56.0475143197085, 'lng': 92.9172110197085}}}, 'place_id': 'ChIJHfLagxGv11wR0u8pXYZzLEU', 'types': ['street_address']}]",56.0488633,92.91856
27,Курск ,Авторизованный сервисный центр,"305004, г. Курск,","Ахтырский пер., д. 7-б","305004, г. Курск,,Ахтырский пер., д. 7-б","Телефон: +7 (4712) 58-79-67,58-87-41, 73-46-35","Вторник, четверг – с 8-00 до 16-00, Среда, пятница- с 8-00 до 15-00, Суббота – с 9-00 до 14-00, Выходной – воскресенье, понедельник","[{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Akhtyrskiy pereulok', 'short_name': 'Akhtyrskiy per.', 'types': ['route']}, {'long_name': 'Kursk', 'short_name': 'Kursk', 'types': ['locality', 'political']}, {'long_name': 'gorod Kursk', 'short_name': 'g. Kursk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kurskaya oblast'"", 'short_name': ""Kurskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '305004', 'short_name': '305004', 'types': ['postal_code']}], 'formatted_address': ""Akhtyrskiy per., 7, Kursk, Kurskaya oblast', Russia, 305004"", 'geometry': {'location': {'lat': 51.751202, 'lng': 36.194722}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.7525509802915, 'lng': 36.1960709802915}, 'southwest': {'lat': 51.7498530197085, 'lng': 36.1933730197085}}}, 'partial_match': True, 'place_id': 'ChIJcW_-Tc8DL0ERNBXPeNdpO9Q', 'types': ['street_address']}]",51.751202,36.194722
28,Ливны ,Авторизованный консультационный центр,"303850, г. Ливны","ул. Дружбы Народов, д. 126, корпус 2","303850, г. Ливны,ул. Дружбы Народов, д. 126, корпус 2",Телефон: +7 (953) 812-02-08,,"[{'address_components': [{'long_name': '126к2', 'short_name': '126к2', 'types': ['street_number']}, {'long_name': 'ulitsa Dr. Narodov', 'short_name': 'ul. Dr. Narodov', 'types': ['route']}, {'long_name': 'Livny', 'short_name': 'Livny', 'types': ['locality', 'political']}, {'long_name': 'gorod Livny', 'short_name': 'g. Livny', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Orlovskaya oblast'"", 'short_name': ""Orlovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '303858', 'short_name': '303858', 'types': ['postal_code']}], 'formatted_address': ""ul. Dr. Narodov, 126к2, Livny, Orlovskaya oblast', Russia, 303858"", 'geometry': {'location': {'lat': 52.420361, 'lng': 37.604088}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4217099802915, 'lng': 37.60543698029149}, 'southwest': {'lat': 52.4190120197085, 'lng': 37.60273901970849}}}, 'place_id': 'ChIJp9XPh8U7MEERmPBH9sZSCSk', 'types': ['street_address']}]",52.420361,37.604088
29,Липецк,Авторизованный сервисный центр,"398002, г. Липецк","ул. Циолковского, 7","398002, г. Липецк,ул. Циолковского, 7",Телефон: (4742) 24-02-37,,"[{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'ulitsa Tsiolkovskogo', 'short_name': 'ul. Tsiolkovskogo', 'types': ['route']}, {'long_name': 'Lipeck', 'short_name': 'Lipeck', 'types': ['locality', 'political']}, {'long_name': 'gorod Lipetsk', 'short_name': 'g. Lipetsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Lipetskaya oblast'"", 'short_name': ""Lipetskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '398032', 'short_name': '398032', 'types': ['postal_code']}], 'formatted_address': ""ul. Tsiolkovskogo, 7, Lipeck, Lipetskaya oblast', Russia, 398032"", 'geometry': {'location': {'lat': 52.6170267, 'lng': 39.5510243}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.61837568029149, 'lng': 39.5523732802915}, 'southwest': {'lat': 52.6156777197085, 'lng': 39.54967531970851}}}, 'partial_match': True, 'place_id': 'ChIJyWEqdGATOkERfrXk06EK7DU', 'types': ['street_address']}]",52.6170267,39.5510243
